"Dataset: Underlying Cause of Death, 1999-2017",,,,,,,
Query Parameters:,,,,,,,
Drug/Alcohol Induced Causes: Drug poisonings (overdose) Unintentional (X40-X44),,,,,,,
Group By: State; Year; Month,,,,,,,
Notes,State,State Code,Year,Year Code,Month,Month Code,Deaths
,Connecticut,9,2009,2009,"Jun., 2009",2009/06,27
,Connecticut,9,2009,2009,"Jul., 2009",2009/07,20
,Connecticut,9,2009,2009,"Aug., 2009",2009/08,36
,Connecticut,9,2009,2009,"Sep., 2009",2009/09,20
,Connecticut,9,2009,2009,"Oct., 2009",2009/10,21
,Connecticut,9,2009,2009,"Nov., 2009",2009/11,26
,Connecticut,9,2009,2009,"Dec., 2009",2009/12,30
,Connecticut,9,2010,2010,"Jan., 2010",2010/01,20
,Connecticut,9,2010,2010,"Feb., 2010",2010/02,31
,Connecticut,9,2010,2010,"Mar., 2010",2010/03,26
,Connecticut,9,2010,2010,"Apr., 2010",2010/04,23
,Connecticut,9,2010,2010,"May, 2010",2010/05,23
,Connecticut,9,2010,2010,"Jun., 2010",2010/06,29
,Connecticut,9,2010,2010,"Jul., 2010",2010/07,18
,Connecticut,9,2010,2010,"Aug., 2010",2010/08,19
,Connecticut,9,2010,2010,"Sep., 2010",2010/09,29
,Connecticut,9,2010,2010,"Oct., 2010",2010/10,20
,Connecticut,9,2010,2010,"Nov., 2010",2010/11,21
,Connecticut,9,2010,2010,"Dec., 2010",2010/12,39
,Connecticut,9,2011,2011,"Jan., 2011",2011/01,33
,Connecticut,9,2011,2011,"Feb., 2011",2011/02,28
,Connecticut,9,2011,2011,"Mar., 2011",2011/03,30
,Connecticut,9,2011,2011,"Apr., 2011",2011/04,36
,Connecticut,9,2011,2011,"May, 2011",2011/05,14
,Connecticut,9,2011,2011,"Jun., 2011",2011/06,33
,Connecticut,9,2011,2011,"Jul., 2011",2011/07,32
,Connecticut,9,2011,2011,"Aug., 2011",2011/08,34
,Connecticut,9,2011,2011,"Sep., 2011",2011/09,21
,Connecticut,9,2011,2011,"Oct., 2011",2011/10,27
,Connecticut,9,2011,2011,"Nov., 2011",2011/11,24
,Connecticut,9,2011,2011,"Dec., 2011",2011/12,28
,Connecticut,9,2012,2012,"Jan., 2012",2012/01,33
,Connecticut,9,2012,2012,"Feb., 2012",2012/02,24
,Connecticut,9,2012,2012,"Mar., 2012",2012/03,29
,Connecticut,9,2012,2012,"Apr., 2012",2012/04,32
,Connecticut,9,2012,2012,"May, 2012",2012/05,28
,Connecticut,9,2012,2012,"Jun., 2012",2012/06,32
,Connecticut,9,2012,2012,"Jul., 2012",2012/07,25
,Connecticut,9,2012,2012,"Aug., 2012",2012/08,35
,Connecticut,9,2012,2012,"Sep., 2012",2012/09,30
,Connecticut,9,2012,2012,"Oct., 2012",2012/10,34
,Connecticut,9,2012,2012,"Nov., 2012",2012/11,32
,Connecticut,9,2012,2012,"Dec., 2012",2012/12,41
,Connecticut,9,2013,2013,"Jan., 2013",2013/01,35
,Connecticut,9,2013,2013,"Feb., 2013",2013/02,37
,Connecticut,9,2013,2013,"Mar., 2013",2013/03,41
,Connecticut,9,2013,2013,"Apr., 2013",2013/04,35
,Connecticut,9,2013,2013,"May, 2013",2013/05,32
,Connecticut,9,2013,2013,"Jun., 2013",2013/06,47
,Connecticut,9,2013,2013,"Jul., 2013",2013/07,40
,Connecticut,9,2013,2013,"Aug., 2013",2013/08,42
,Connecticut,9,2013,2013,"Sep., 2013",2013/09,42
,Connecticut,9,2013,2013,"Oct., 2013",2013/10,46
,Connecticut,9,2013,2013,"Nov., 2013",2013/11,52
,Connecticut,9,2013,2013,"Dec., 2013",2013/12,58
,Connecticut,9,2014,2014,"Jan., 2014",2014/01,47
,Connecticut,9,2014,2014,"Feb., 2014",2014/02,49
,Connecticut,9,2014,2014,"Mar., 2014",2014/03,45
,Connecticut,9,2014,2014,"Apr., 2014",2014/04,39
,Connecticut,9,2014,2014,"May, 2014",2014/05,48
,Connecticut,9,2014,2014,"Jun., 2014",2014/06,48
,Connecticut,9,2014,2014,"Jul., 2014",2014/07,30
,Connecticut,9,2014,2014,"Aug., 2014",2014/08,45
,Connecticut,9,2014,2014,"Sep., 2014",2014/09,44
,Connecticut,9,2014,2014,"Oct., 2014",2014/10,54
,Connecticut,9,2014,2014,"Nov., 2014",2014/11,49
,Connecticut,9,2014,2014,"Dec., 2014",2014/12,56
,Connecticut,9,2015,2015,"Jan., 2015",2015/01,52
,Connecticut,9,2015,2015,"Feb., 2015",2015/02,52
,Connecticut,9,2015,2015,"Mar., 2015",2015/03,51
,Connecticut,9,2015,2015,"Apr., 2015",2015/04,56
,Connecticut,9,2015,2015,"May, 2015",2015/05,51
,Connecticut,9,2015,2015,"Jun., 2015",2015/06,55
,Connecticut,9,2015,2015,"Jul., 2015",2015/07,77
,Connecticut,9,2015,2015,"Aug., 2015",2015/08,51
,Connecticut,9,2015,2015,"Sep., 2015",2015/09,65
,Connecticut,9,2015,2015,"Oct., 2015",2015/10,85
,Connecticut,9,2015,2015,"Nov., 2015",2015/11,74
,Connecticut,9,2015,2015,"Dec., 2015",2015/12,51
,Connecticut,9,2016,2016,"Jan., 2016",2016/01,71
,Connecticut,9,2016,2016,"Feb., 2016",2016/02,65
,Connecticut,9,2016,2016,"Mar., 2016",2016/03,67
,Connecticut,9,2016,2016,"Apr., 2016",2016/04,75
,Connecticut,9,2016,2016,"May, 2016",2016/05,72
,Connecticut,9,2016,2016,"Jun., 2016",2016/06,73
,Connecticut,9,2016,2016,"Jul., 2016",2016/07,70
,Connecticut,9,2016,2016,"Aug., 2016",2016/08,73
,Connecticut,9,2016,2016,"Sep., 2016",2016/09,70
,Connecticut,9,2016,2016,"Oct., 2016",2016/10,70
,Connecticut,9,2016,2016,"Nov., 2016",2016/11,94
,Connecticut,9,2016,2016,"Dec., 2016",2016/12,81
,Connecticut,9,2017,2017,"Jan., 2017",2017/01,82
,Connecticut,9,2017,2017,"Feb., 2017",2017/02,82
,Connecticut,9,2017,2017,"Mar., 2017",2017/03,93
,Connecticut,9,2017,2017,"Apr., 2017",2017/04,74
,Connecticut,9,2017,2017,"May, 2017",2017/05,98
,Connecticut,9,2017,2017,"Jun., 2017",2017/06,89
,Connecticut,9,2017,2017,"Jul., 2017",2017/07,92
,Connecticut,9,2017,2017,"Aug., 2017",2017/08,82
,Connecticut,9,2017,2017,"Sep., 2017",2017/09,71
,Connecticut,9,2017,2017,"Oct., 2017",2017/10,75
,Connecticut,9,2017,2017,"Nov., 2017",2017/11,76
,Connecticut,9,2017,2017,"Dec., 2017",2017/12,93
,Delaware,10,1999,1999,"Jul., 1999",1999/07,10
,Delaware,10,2005,2005,"May, 2005",2005/05,10
,Delaware,10,2006,2006,"Dec., 2006",2006/12,11
,Delaware,10,2007,2007,"Jul., 2007",2007/07,10
,Delaware,10,2008,2008,"Feb., 2008",2008/02,11
,Delaware,10,2008,2008,"Sep., 2008",2008/09,12
,Delaware,10,2008,2008,"Nov., 2008",2008/11,12
,Delaware,10,2008,2008,"Dec., 2008",2008/12,11
,Delaware,10,2009,2009,"Feb., 2009",2009/02,11
,Delaware,10,2009,2009,"Apr., 2009",2009/04,11
,Delaware,10,2009,2009,"May, 2009",2009/05,10
,Delaware,10,2009,2009,"Sep., 2009",2009/09,11
,Delaware,10,2010,2010,"Feb., 2010",2010/02,11
,Delaware,10,2010,2010,"Apr., 2010",2010/04,11
,Delaware,10,2010,2010,"Jun., 2010",2010/06,18
,Delaware,10,2010,2010,"Aug., 2010",2010/08,10
,Delaware,10,2010,2010,"Oct., 2010",2010/10,11
,Delaware,10,2010,2010,"Nov., 2010",2010/11,14
,Delaware,10,2011,2011,"Jan., 2011",2011/01,11
,Delaware,10,2011,2011,"Feb., 2011",2011/02,13
,Delaware,10,2011,2011,"Mar., 2011",2011/03,13
,Delaware,10,2011,2011,"Jun., 2011",2011/06,12
,Delaware,10,2011,2011,"Jul., 2011",2011/07,14
,Delaware,10,2011,2011,"Oct., 2011",2011/10,12
,Delaware,10,2011,2011,"Dec., 2011",2011/12,11
,Delaware,10,2012,2012,"Jan., 2012",2012/01,11
,Delaware,10,2012,2012,"Apr., 2012",2012/04,10
,Delaware,10,2012,2012,"May, 2012",2012/05,13
,Delaware,10,2012,2012,"Jun., 2012",2012/06,10
,Delaware,10,2012,2012,"Oct., 2012",2012/10,11
,Delaware,10,2012,2012,"Nov., 2012",2012/11,10
,Delaware,10,2012,2012,"Dec., 2012",2012/12,14
,Delaware,10,2013,2013,"Jan., 2013",2013/01,13
,Delaware,10,2013,2013,"May, 2013",2013/05,14
,Delaware,10,2013,2013,"Jul., 2013",2013/07,10
,Delaware,10,2013,2013,"Oct., 2013",2013/10,12
,Delaware,10,2013,2013,"Nov., 2013",2013/11,20
,Delaware,10,2013,2013,"Dec., 2013",2013/12,20
,Delaware,10,2014,2014,"Jan., 2014",2014/01,11
,Delaware,10,2014,2014,"Feb., 2014",2014/02,14
,Delaware,10,2014,2014,"Mar., 2014",2014/03,12
,Delaware,10,2014,2014,"Apr., 2014",2014/04,16
,Delaware,10,2014,2014,"May, 2014",2014/05,12
,Delaware,10,2014,2014,"Jun., 2014",2014/06,14
,Delaware,10,2014,2014,"Aug., 2014",2014/08,16
,Delaware,10,2014,2014,"Sep., 2014",2014/09,12
,Delaware,10,2014,2014,"Oct., 2014",2014/10,16
,Delaware,10,2014,2014,"Dec., 2014",2014/12,11
,Delaware,10,2015,2015,"Jan., 2015",2015/01,22
,Delaware,10,2015,2015,"Mar., 2015",2015/03,15
,Delaware,10,2015,2015,"Apr., 2015",2015/04,15
,Delaware,10,2015,2015,"Jun., 2015",2015/06,19
,Delaware,10,2015,2015,"Jul., 2015",2015/07,15
,Delaware,10,2015,2015,"Sep., 2015",2015/09,24
,Delaware,10,2015,2015,"Nov., 2015",2015/11,15
,Delaware,10,2015,2015,"Dec., 2015",2015/12,11
,Delaware,10,2016,2016,"Jan., 2016",2016/01,12
,Delaware,10,2016,2016,"Feb., 2016",2016/02,18
,Delaware,10,2016,2016,"Mar., 2016",2016/03,16
,Delaware,10,2016,2016,"Apr., 2016",2016/04,24
,Delaware,10,2016,2016,"May, 2016",2016/05,28
,Delaware,10,2016,2016,"Jun., 2016",2016/06,24
,Delaware,10,2016,2016,"Jul., 2016",2016/07,24
,Delaware,10,2016,2016,"Aug., 2016",2016/08,23
,Delaware,10,2016,2016,"Sep., 2016",2016/09,21
,Delaware,10,2016,2016,"Oct., 2016",2016/10,14
,Delaware,10,2016,2016,"Nov., 2016",2016/11,29
,Delaware,10,2016,2016,"Dec., 2016",2016/12,31
,Delaware,10,2017,2017,"Jan., 2017",2017/01,35
,Delaware,10,2017,2017,"Feb., 2017",2017/02,17
,Delaware,10,2017,2017,"Mar., 2017",2017/03,18
,Delaware,10,2017,2017,"Apr., 2017",2017/04,27
,Delaware,10,2017,2017,"May, 2017",2017/05,27
,Delaware,10,2017,2017,"Jun., 2017",2017/06,29
,Delaware,10,2017,2017,"Jul., 2017",2017/07,33
,Delaware,10,2017,2017,"Aug., 2017",2017/08,24
,Delaware,10,2017,2017,"Sep., 2017",2017/09,24
,Delaware,10,2017,2017,"Oct., 2017",2017/10,24
,Delaware,10,2017,2017,"Nov., 2017",2017/11,37
,Delaware,10,2017,2017,"Dec., 2017",2017/12,24
,District of Columbia,11,1999,1999,"Mar., 1999",1999/03,11
,District of Columbia,11,2000,2000,"May, 2000",2000/05,11
,District of Columbia,11,2001,2001,"Feb., 2001",2001/02,12
,District of Columbia,11,2001,2001,"Mar., 2001",2001/03,14
,District of Columbia,11,2001,2001,"Aug., 2001",2001/08,14
,District of Columbia,11,2002,2002,"Jun., 2002",2002/06,10
,District of Columbia,11,2003,2003,"Apr., 2003",2003/04,11
,District of Columbia,11,2003,2003,"Dec., 2003",2003/12,13
,District of Columbia,11,2004,2004,"Mar., 2004",2004/03,10
,District of Columbia,11,2004,2004,"Dec., 2004",2004/12,11
,District of Columbia,11,2006,2006,"Apr., 2006",2006/04,10
,District of Columbia,11,2006,2006,"Sep., 2006",2006/09,10
,District of Columbia,11,2011,2011,"Apr., 2011",2011/04,10
,District of Columbia,11,2012,2012,"Jun., 2012",2012/06,10
,District of Columbia,11,2013,2013,"Dec., 2013",2013/12,13
,District of Columbia,11,2014,2014,"Jul., 2014",2014/07,14
,District of Columbia,11,2015,2015,"Feb., 2015",2015/02,13
,District of Columbia,11,2015,2015,"Mar., 2015",2015/03,12
,District of Columbia,11,2015,2015,"Jul., 2015",2015/07,10
,District of Columbia,11,2015,2015,"Sep., 2015",2015/09,11
,District of Columbia,11,2015,2015,"Oct., 2015",2015/10,10
,District of Columbia,11,2015,2015,"Nov., 2015",2015/11,13
,District of Columbia,11,2015,2015,"Dec., 2015",2015/12,11
,District of Columbia,11,2016,2016,"Feb., 2016",2016/02,12
,District of Columbia,11,2016,2016,"Mar., 2016",2016/03,18
,District of Columbia,11,2016,2016,"Apr., 2016",2016/04,17
,District of Columbia,11,2016,2016,"May, 2016",2016/05,25
,District of Columbia,11,2016,2016,"Jun., 2016",2016/06,16
,District of Columbia,11,2016,2016,"Jul., 2016",2016/07,19
,District of Columbia,11,2016,2016,"Aug., 2016",2016/08,24
,District of Columbia,11,2016,2016,"Sep., 2016",2016/09,21
,District of Columbia,11,2016,2016,"Oct., 2016",2016/10,20
,District of Columbia,11,2016,2016,"Nov., 2016",2016/11,38
,District of Columbia,11,2016,2016,"Dec., 2016",2016/12,23
,District of Columbia,11,2017,2017,"Jan., 2017",2017/01,26
,District of Columbia,11,2017,2017,"Feb., 2017",2017/02,31
,District of Columbia,11,2017,2017,"Mar., 2017",2017/03,36
,District of Columbia,11,2017,2017,"Apr., 2017",2017/04,28
,District of Columbia,11,2017,2017,"May, 2017",2017/05,35
,District of Columbia,11,2017,2017,"Jun., 2017",2017/06,24
,District of Columbia,11,2017,2017,"Jul., 2017",2017/07,16
,District of Columbia,11,2017,2017,"Aug., 2017",2017/08,19
,District of Columbia,11,2017,2017,"Sep., 2017",2017/09,20
,District of Columbia,11,2017,2017,"Oct., 2017",2017/10,11
,District of Columbia,11,2017,2017,"Nov., 2017",2017/11,15
,District of Columbia,11,2017,2017,"Dec., 2017",2017/12,26
,Florida,12,1999,1999,"Jan., 1999",1999/01,51
,Florida,12,1999,1999,"Feb., 1999",1999/02,59
,Florida,12,1999,1999,"Mar., 1999",1999/03,45
,Florida,12,1999,1999,"Apr., 1999",1999/04,48
,Florida,12,1999,1999,"May, 1999",1999/05,59
,Florida,12,1999,1999,"Jun., 1999",1999/06,44
,Florida,12,1999,1999,"Jul., 1999",1999/07,63
,Florida,12,1999,1999,"Aug., 1999",1999/08,49
,Florida,12,1999,1999,"Sep., 1999",1999/09,62
,Florida,12,1999,1999,"Oct., 1999",1999/10,70
,Florida,12,1999,1999,"Nov., 1999",1999/11,72
,Florida,12,1999,1999,"Dec., 1999",1999/12,59
,Florida,12,2000,2000,"Jan., 2000",2000/01,61
,Florida,12,2000,2000,"Feb., 2000",2000/02,67
,Florida,12,2000,2000,"Mar., 2000",2000/03,83
,Florida,12,2000,2000,"Apr., 2000",2000/04,88
,Florida,12,2000,2000,"May, 2000",2000/05,72
,Florida,12,2000,2000,"Jun., 2000",2000/06,79
,Florida,12,2000,2000,"Jul., 2000",2000/07,28
,Florida,12,2000,2000,"Aug., 2000",2000/08,43
,Florida,12,2000,2000,"Sep., 2000",2000/09,65
,Florida,12,2000,2000,"Oct., 2000",2000/10,50
,Florida,12,2000,2000,"Nov., 2000",2000/11,77
,Florida,12,2000,2000,"Dec., 2000",2000/12,110
,Florida,12,2001,2001,"Jan., 2001",2001/01,115
,Florida,12,2001,2001,"Feb., 2001",2001/02,97
,Florida,12,2001,2001,"Mar., 2001",2001/03,88
,Florida,12,2001,2001,"Apr., 2001",2001/04,121
,Florida,12,2001,2001,"May, 2001",2001/05,95
,Florida,12,2001,2001,"Jun., 2001",2001/06,111
,Florida,12,2001,2001,"Jul., 2001",2001/07,111
,Florida,12,2001,2001,"Aug., 2001",2001/08,120
,Florida,12,2001,2001,"Sep., 2001",2001/09,109
,Florida,12,2001,2001,"Oct., 2001",2001/10,104
,Florida,12,2001,2001,"Nov., 2001",2001/11,109
,Florida,12,2001,2001,"Dec., 2001",2001/12,115
,Florida,12,2002,2002,"Jan., 2002",2002/01,123
,Florida,12,2002,2002,"Feb., 2002",2002/02,115
,Florida,12,2002,2002,"Mar., 2002",2002/03,135
,Florida,12,2002,2002,"Apr., 2002",2002/04,121
,Florida,12,2002,2002,"May, 2002",2002/05,125
,Florida,12,2002,2002,"Jun., 2002",2002/06,122
,Florida,12,2002,2002,"Jul., 2002",2002/07,144
,Florida,12,2002,2002,"Aug., 2002",2002/08,113
,Florida,12,2002,2002,"Sep., 2002",2002/09,112
,Florida,12,2002,2002,"Oct., 2002",2002/10,108
,Florida,12,2002,2002,"Nov., 2002",2002/11,116
,Florida,12,2002,2002,"Dec., 2002",2002/12,132
,Florida,12,2003,2003,"Jan., 2003",2003/01,144
,Florida,12,2003,2003,"Feb., 2003",2003/02,132
,Florida,12,2003,2003,"Mar., 2003",2003/03,130
,Florida,12,2003,2003,"Apr., 2003",2003/04,156
,Florida,12,2003,2003,"May, 2003",2003/05,160
,Florida,12,2003,2003,"Jun., 2003",2003/06,150
,Florida,12,2003,2003,"Jul., 2003",2003/07,144
,Florida,12,2003,2003,"Aug., 2003",2003/08,160
,Florida,12,2003,2003,"Sep., 2003",2003/09,114
,Florida,12,2003,2003,"Oct., 2003",2003/10,142
,Florida,12,2003,2003,"Nov., 2003",2003/11,141
,Florida,12,2003,2003,"Dec., 2003",2003/12,97
,Florida,12,2004,2004,"Jan., 2004",2004/01,159
,Florida,12,2004,2004,"Feb., 2004",2004/02,129
,Florida,12,2004,2004,"Mar., 2004",2004/03,156
,Florida,12,2004,2004,"Apr., 2004",2004/04,134
,Florida,12,2004,2004,"May, 2004",2004/05,156
,Florida,12,2004,2004,"Jun., 2004",2004/06,167
,Florida,12,2004,2004,"Jul., 2004",2004/07,148
,Florida,12,2004,2004,"Aug., 2004",2004/08,143
,Florida,12,2004,2004,"Sep., 2004",2004/09,135
,Florida,12,2004,2004,"Oct., 2004",2004/10,161
,Florida,12,2004,2004,"Nov., 2004",2004/11,145
,Florida,12,2004,2004,"Dec., 2004",2004/12,156
,Florida,12,2005,2005,"Jan., 2005",2005/01,134
,Florida,12,2005,2005,"Feb., 2005",2005/02,164
,Florida,12,2005,2005,"Mar., 2005",2005/03,153
,Florida,12,2005,2005,"Apr., 2005",2005/04,149
,Florida,12,2005,2005,"May, 2005",2005/05,165
,Florida,12,2005,2005,"Jun., 2005",2005/06,150
,Florida,12,2005,2005,"Jul., 2005",2005/07,183
,Florida,12,2005,2005,"Aug., 2005",2005/08,147
,Florida,12,2005,2005,"Sep., 2005",2005/09,158
,Florida,12,2005,2005,"Oct., 2005",2005/10,197
,Florida,12,2005,2005,"Nov., 2005",2005/11,158
,Florida,12,2005,2005,"Dec., 2005",2005/12,159
,Florida,12,2006,2006,"Jan., 2006",2006/01,185
,Florida,12,2006,2006,"Feb., 2006",2006/02,134
,Florida,12,2006,2006,"Mar., 2006",2006/03,150
,Florida,12,2006,2006,"Apr., 2006",2006/04,163
,Florida,12,2006,2006,"May, 2006",2006/05,177
,Florida,12,2006,2006,"Jun., 2006",2006/06,167
,Florida,12,2006,2006,"Jul., 2006",2006/07,176
,Florida,12,2006,2006,"Aug., 2006",2006/08,223
,Florida,12,2006,2006,"Sep., 2006",2006/09,174
,Florida,12,2006,2006,"Oct., 2006",2006/10,184
,Florida,12,2006,2006,"Nov., 2006",2006/11,186
,Florida,12,2006,2006,"Dec., 2006",2006/12,178
,Florida,12,2007,2007,"Jan., 2007",2007/01,179
,Florida,12,2007,2007,"Feb., 2007",2007/02,189
,Florida,12,2007,2007,"Mar., 2007",2007/03,217
,Florida,12,2007,2007,"Apr., 2007",2007/04,187
,Florida,12,2007,2007,"May, 2007",2007/05,202
,Florida,12,2007,2007,"Jun., 2007",2007/06,194
,Florida,12,2007,2007,"Jul., 2007",2007/07,186
,Florida,12,2007,2007,"Aug., 2007",2007/08,193
,Florida,12,2007,2007,"Sep., 2007",2007/09,193
,Florida,12,2007,2007,"Oct., 2007",2007/10,198
,Florida,12,2007,2007,"Nov., 2007",2007/11,182
,Florida,12,2007,2007,"Dec., 2007",2007/12,217
,Florida,12,2008,2008,"Jan., 2008",2008/01,183
,Florida,12,2008,2008,"Feb., 2008",2008/02,202
,Florida,12,2008,2008,"Mar., 2008",2008/03,254
,Florida,12,2008,2008,"Apr., 2008",2008/04,234
,Florida,12,2008,2008,"May, 2008",2008/05,184
,Florida,12,2008,2008,"Jun., 2008",2008/06,191
,Florida,12,2008,2008,"Jul., 2008",2008/07,174
,Florida,12,2008,2008,"Aug., 2008",2008/08,187
,Florida,12,2008,2008,"Sep., 2008",2008/09,181
,Florida,12,2008,2008,"Oct., 2008",2008/10,186
,Florida,12,2008,2008,"Nov., 2008",2008/11,182
,Florida,12,2008,2008,"Dec., 2008",2008/12,241
,Florida,12,2009,2009,"Jan., 2009",2009/01,197
,Florida,12,2009,2009,"Feb., 2009",2009/02,197
,Florida,12,2009,2009,"Mar., 2009",2009/03,218
,Florida,12,2009,2009,"Apr., 2009",2009/04,199
,Florida,12,2009,2009,"May, 2009",2009/05,210
,Florida,12,2009,2009,"Jun., 2009",2009/06,224
,Florida,12,2009,2009,"Jul., 2009",2009/07,207
,Florida,12,2009,2009,"Aug., 2009",2009/08,206
,Florida,12,2009,2009,"Sep., 2009",2009/09,219
,Florida,12,2009,2009,"Oct., 2009",2009/10,216
,Florida,12,2009,2009,"Nov., 2009",2009/11,203
,Florida,12,2009,2009,"Dec., 2009",2009/12,213
,Florida,12,2010,2010,"Jan., 2010",2010/01,241
,Florida,12,2010,2010,"Feb., 2010",2010/02,210
,Florida,12,2010,2010,"Mar., 2010",2010/03,252
,Florida,12,2010,2010,"Apr., 2010",2010/04,194
,Florida,12,2010,2010,"May, 2010",2010/05,210
,Florida,12,2010,2010,"Jun., 2010",2010/06,190
,Florida,12,2010,2010,"Jul., 2010",2010/07,204
,Florida,12,2010,2010,"Aug., 2010",2010/08,215
,Florida,12,2010,2010,"Sep., 2010",2010/09,196
,Florida,12,2010,2010,"Oct., 2010",2010/10,194
,Florida,12,2010,2010,"Nov., 2010",2010/11,220
,Florida,12,2010,2010,"Dec., 2010",2010/12,203
,Florida,12,2011,2011,"Jan., 2011",2011/01,215
,Florida,12,2011,2011,"Feb., 2011",2011/02,221
,Florida,12,2011,2011,"Mar., 2011",2011/03,230
,Florida,12,2011,2011,"Apr., 2011",2011/04,203
,Florida,12,2011,2011,"May, 2011",2011/05,206
,Florida,12,2011,2011,"Jun., 2011",2011/06,169
,Florida,12,2011,2011,"Jul., 2011",2011/07,209
,Florida,12,2011,2011,"Aug., 2011",2011/08,198
,Florida,12,2011,2011,"Sep., 2011",2011/09,185
,Florida,12,2011,2011,"Oct., 2011",2011/10,209
,Florida,12,2011,2011,"Nov., 2011",2011/11,179
,Florida,12,2011,2011,"Dec., 2011",2011/12,175
,Florida,12,2012,2012,"Jan., 2012",2012/01,198
,Florida,12,2012,2012,"Feb., 2012",2012/02,191
,Florida,12,2012,2012,"Mar., 2012",2012/03,165
,Florida,12,2012,2012,"Apr., 2012",2012/04,167
,Florida,12,2012,2012,"May, 2012",2012/05,164
,Florida,12,2012,2012,"Jun., 2012",2012/06,150
,Florida,12,2012,2012,"Jul., 2012",2012/07,170
,Florida,12,2012,2012,"Aug., 2012",2012/08,154
,Florida,12,2012,2012,"Sep., 2012",2012/09,164
,Florida,12,2012,2012,"Oct., 2012",2012/10,173
,Florida,12,2012,2012,"Nov., 2012",2012/11,180
,Florida,12,2012,2012,"Dec., 2012",2012/12,172
,Florida,12,2013,2013,"Jan., 2013",2013/01,182
,Florida,12,2013,2013,"Feb., 2013",2013/02,165
,Florida,12,2013,2013,"Mar., 2013",2013/03,173
,Florida,12,2013,2013,"Apr., 2013",2013/04,165
,Florida,12,2013,2013,"May, 2013",2013/05,151
,Florida,12,2013,2013,"Jun., 2013",2013/06,176
,Florida,12,2013,2013,"Jul., 2013",2013/07,142
,Florida,12,2013,2013,"Aug., 2013",2013/08,166
,Florida,12,2013,2013,"Sep., 2013",2013/09,164
,Florida,12,2013,2013,"Oct., 2013",2013/10,160
,Florida,12,2013,2013,"Nov., 2013",2013/11,151
,Florida,12,2013,2013,"Dec., 2013",2013/12,183
,Florida,12,2014,2014,"Jan., 2014",2014/01,175
,Florida,12,2014,2014,"Feb., 2014",2014/02,178
,Florida,12,2014,2014,"Mar., 2014",2014/03,176
,Florida,12,2014,2014,"Apr., 2014",2014/04,160
,Florida,12,2014,2014,"May, 2014",2014/05,162
,Florida,12,2014,2014,"Jun., 2014",2014/06,187
,Florida,12,2014,2014,"Jul., 2014",2014/07,187
,Florida,12,2014,2014,"Aug., 2014",2014/08,174
,Florida,12,2014,2014,"Sep., 2014",2014/09,189
,Florida,12,2014,2014,"Oct., 2014",2014/10,164
,Florida,12,2014,2014,"Nov., 2014",2014/11,186
,Florida,12,2014,2014,"Dec., 2014",2014/12,228
,Florida,12,2015,2015,"Jan., 2015",2015/01,244
,Florida,12,2015,2015,"Feb., 2015",2015/02,239
,Florida,12,2015,2015,"Mar., 2015",2015/03,204
,Florida,12,2015,2015,"Apr., 2015",2015/04,187
,Florida,12,2015,2015,"May, 2015",2015/05,213
,Florida,12,2015,2015,"Jun., 2015",2015/06,193
,Florida,12,2015,2015,"Jul., 2015",2015/07,290
,Florida,12,2015,2015,"Aug., 2015",2015/08,280
,Florida,12,2015,2015,"Sep., 2015",2015/09,250
,Florida,12,2015,2015,"Oct., 2015",2015/10,224
,Florida,12,2015,2015,"Nov., 2015",2015/11,210
,Florida,12,2015,2015,"Dec., 2015",2015/12,238
,Florida,12,2016,2016,"Jan., 2016",2016/01,212
,Florida,12,2016,2016,"Feb., 2016",2016/02,323
,Florida,12,2016,2016,"Mar., 2016",2016/03,382
,Florida,12,2016,2016,"Apr., 2016",2016/04,271
,Florida,12,2016,2016,"May, 2016",2016/05,287
,Florida,12,2016,2016,"Jun., 2016",2016/06,274
,Florida,12,2016,2016,"Jul., 2016",2016/07,396
,Florida,12,2016,2016,"Aug., 2016",2016/08,384
,Florida,12,2016,2016,"Sep., 2016",2016/09,407
,Florida,12,2016,2016,"Oct., 2016",2016/10,494
,Florida,12,2016,2016,"Nov., 2016",2016/11,418
,Florida,12,2016,2016,"Dec., 2016",2016/12,384
,Florida,12,2017,2017,"Jan., 2017",2017/01,378
,Florida,12,2017,2017,"Feb., 2017",2017/02,348
,Florida,12,2017,2017,"Mar., 2017",2017/03,420
,Florida,12,2017,2017,"Apr., 2017",2017/04,370
,Florida,12,2017,2017,"May, 2017",2017/05,394
,Florida,12,2017,2017,"Jun., 2017",2017/06,413
,Florida,12,2017,2017,"Jul., 2017",2017/07,347
,Florida,12,2017,2017,"Aug., 2017",2017/08,388
,Florida,12,2017,2017,"Sep., 2017",2017/09,378
,Florida,12,2017,2017,"Oct., 2017",2017/10,385
,Florida,12,2017,2017,"Nov., 2017",2017/11,367
,Florida,12,2017,2017,"Dec., 2017",2017/12,415
,Georgia,13,1999,1999,"Jan., 1999",1999/01,17
,Georgia,13,1999,1999,"Feb., 1999",1999/02,22
,Georgia,13,1999,1999,"Mar., 1999",1999/03,16
,Georgia,13,1999,1999,"Apr., 1999",1999/04,19
,Georgia,13,1999,1999,"May, 1999",1999/05,21
,Georgia,13,1999,1999,"Jun., 1999",1999/06,10
,Georgia,13,1999,1999,"Jul., 1999",1999/07,21
,Georgia,13,1999,1999,"Aug., 1999",1999/08,18
